hour_bin,transactions,fraud,total_amount,fraud_rate,baseline_rate,baseline_std,effective_std,rate_lift,z_score,volume_confidence,risk_score,severity,alert
178,15,0,1423.75,0.0,0.027699388279716342,0.034725083506358806,0.034725083506358806,0.0,-0.7976766499249475,0.4013152602464483,2.8092068217251382,LOW,False
179,32,0,3432.79,0.0,0.027699388279716342,0.034725083506358806,0.034725083506358806,0.0,-0.7976766499249475,0.5060980846989978,3.542686592892984,LOW,False
180,57,0,6722.785,0.0,0.027699388279716342,0.034725083506358806,0.034725083506358806,0.0,-0.7976766499249475,0.5877242918945924,4.114070043262147,LOW,False
181,121,1,14734.616,0.008264462809917356,0.02720919220128497,0.035041402691375914,0.035041402691375914,0.3037378966923928,-0.540638442993326,0.6953526645809566,13.907053291619132,LOW,False
182,183,0,30655.727,0.0,0.027136878151698195,0.035080230237637317,0.035080230237637317,0.0,-0.7735661359081744,0.7548300560938245,15.09660112187649,LOW,False
183,193,3,25992.162,0.015544041450777202,0.026864546997014096,0.03527195622695815,0.03527195622695815,0.5786079866712388,-0.3209491833510697,0.762490250028163,15.24980500056326,LOW,False
184,264,12,33193.527,0.045454545454545456,0.026670464549045644,0.03532298867185021,0.03532298867185021,1.7043027267469164,0.5317806225289574,0.8076317663918116,21.434905778438104,LOW,False
185,290,9,44137.55,0.03103448275862069,0.02730177768035877,0.0355255523295808,0.0355255523295808,1.1367202210040437,0.10507099351003858,0.821178844580994,17.44897854915021,LOW,False
186,298,18,43271.93,0.06040268456375839,0.027850833509587017,0.035475030309986,0.035475030309986,2.1687927057179865,0.9175989638269099,0.8251043430370099,25.268032153625096,LOW,False
187,291,20,45162.594,0.06872852233676977,0.02910975039785682,0.03609233894331685,0.03609233894331685,2.3610137976940484,1.0977058594383249,0.8216753935549219,27.862434596782865,LOW,False
188,254,14,42328.605,0.05511811023622047,0.03053665721936016,0.03698003089677856,0.03698003089677856,1.8049817909104908,0.6647223493531931,0.8020640075037752,22.078643581904185,LOW,False
189,309,8,46968.8,0.025889967637540454,0.032220500047830135,0.037147536823578124,0.037147536823578124,0.8035247000855902,-0.17041594010269862,0.8303337548836532,16.606675097673065,LOW,False
